"daylabel","year","month","day","hour","season","holiday","workingday","weather","temp","atemp","humidity","windspeed","count"
374,2012,1,9,13,1,0,1,2,10.66,13.635,56,7.0015,80
374,2012,1,9,14,1,0,1,3,9.02,11.365,75,11.0014,50
374,2012,1,9,15,1,0,1,3,9.02,11.365,75,11.0014,69
374,2012,1,9,16,1,0,1,3,9.02,12.88,87,6.0032,49
374,2012,1,9,17,1,0,1,3,9.02,13.635,87,0,152
374,2012,1,9,18,1,0,1,4,8.2,11.365,86,6.0032,164
374,2012,1,9,19,1,0,1,3,8.2,11.365,93,6.0032,190
374,2012,1,9,20,1,0,1,2,8.2,11.365,86,6.0032,132
374,2012,1,9,21,1,0,1,2,8.2,12.88,93,0,79
374,2012,1,9,22,1,0,1,2,8.2,11.365,92,7.0015,62
374,2012,1,9,23,1,0,1,2,9.02,12.12,87,7.0015,52
375,2012,1,10,0,1,0,1,2,9.02,12.12,87,7.0015,14
375,2012,1,10,1,1,0,1,2,9.02,12.12,93,7.0015,5
375,2012,1,10,2,1,0,1,2,9.02,11.365,87,11.0014,4
375,2012,1,10,3,1,0,1,2,8.61,10.985,86.5,11.0014,0
375,2012,1,10,4,1,0,1,2,8.2,10.605,86,11.0014,4
375,2012,1,10,5,1,0,1,1,16.4,20.455,47,15.0013,23
375,2012,1,10,6,1,0,1,2,7.38,9.09,93,12.998,79
375,2012,1,10,7,1,0,1,2,7.38,9.85,93,11.0014,222
375,2012,1,10,8,1,0,1,2,7.38,9.85,93,11.0014,471
375,2012,1,10,9,1,0,1,2,7.38,9.85,93,11.0014,195
375,2012,1,10,10,1,0,1,2,7.38,9.85,93,11.0014,83
375,2012,1,10,11,1,0,1,1,17.22,21.21,38,19.9995,101
375,2012,1,10,12,1,0,1,1,17.22,21.21,38,19.9995,140
375,2012,1,10,13,1,0,1,1,17.22,21.21,38,19.9995,178
375,2012,1,10,14,1,0,1,1,17.22,21.21,38,19.9995,106
375,2012,1,10,15,1,0,1,1,17.22,21.21,38,19.9995,136
375,2012,1,10,16,1,0,1,1,17.22,21.21,38,23.9994,240
375,2012,1,10,17,1,0,1,1,17.22,21.21,38,16.9979,460
375,2012,1,10,18,1,0,1,1,16.4,20.455,40,7.0015,385
375,2012,1,10,19,1,0,1,1,15.58,19.695,46,7.0015,281
375,2012,1,10,20,1,0,1,1,13.94,17.425,53,7.0015,200
375,2012,1,10,21,1,0,1,1,13.12,16.665,66,6.0032,116
375,2012,1,10,22,1,0,1,1,12.3,15.15,70,6.0032,114
375,2012,1,10,23,1,0,1,1,10.66,13.635,81,7.0015,41
376,2012,1,11,0,1,0,1,1,10.66,15.15,81,0,28
376,2012,1,11,1,1,0,1,1,9.84,12.88,87,6.0032,7
376,2012,1,11,2,1,0,1,1,8.2,10.605,85,11.0014,5
376,2012,1,11,3,1,0,1,1,9.02,13.635,80,0,4
376,2012,1,11,4,1,0,1,1,8.2,10.605,80,8.9981,2
376,2012,1,11,5,1,0,1,1,8.2,10.605,80,8.9981,22
376,2012,1,11,6,1,0,1,1,8.2,10.605,86,8.9981,74
376,2012,1,11,7,1,0,1,1,8.2,10.605,80,8.9981,256
376,2012,1,11,8,1,0,1,1,8.2,11.365,82,7.0015,499
376,2012,1,11,9,1,0,1,2,8.2,10.605,86,8.9981,225
376,2012,1,11,10,1,0,1,2,9.84,12.12,87,8.9981,97
376,2012,1,11,11,1,0,1,2,10.66,14.395,87,6.0032,99
376,2012,1,11,12,1,0,1,3,12.3,16.665,81,0,55
376,2012,1,11,13,1,0,1,3,13.12,17.425,76,0,65
376,2012,1,11,14,1,0,1,3,13.12,16.665,81,7.0015,73
376,2012,1,11,15,1,0,1,2,13.94,17.425,87,6.0032,79
376,2012,1,11,16,1,0,1,2,13.94,15.91,87,16.9979,118
376,2012,1,11,17,1,0,1,3,13.94,15.91,87,15.0013,134
376,2012,1,11,18,1,0,1,3,13.94,16.665,87,12.998,98
376,2012,1,11,19,1,0,1,3,13.12,15.15,93,15.0013,93
376,2012,1,11,20,1,0,1,3,13.12,15.91,93,11.0014,57
376,2012,1,11,21,1,0,1,3,13.94,15.91,87,15.0013,29
376,2012,1,11,22,1,0,1,3,13.94,16.665,87,12.998,49
376,2012,1,11,23,1,0,1,3,13.94,15.91,87,15.0013,9
377,2012,1,12,0,1,0,1,3,13.94,16.665,93,12.998,3
377,2012,1,12,1,1,0,1,3,14.76,17.425,93,12.998,3
377,2012,1,12,2,1,0,1,3,14.76,17.425,93,16.9979,2
377,2012,1,12,3,1,0,1,3,14.76,17.425,93,16.9979,3
377,2012,1,12,4,1,0,1,3,14.76,17.425,93,12.998,2
377,2012,1,12,5,1,0,1,3,13.94,17.425,93,6.0032,16
377,2012,1,12,6,1,0,1,3,14.76,17.425,93,8.9981,89
377,2012,1,12,7,1,0,1,2,13.94,15.91,87,19.0012,220
377,2012,1,12,8,1,0,1,1,13.12,15.91,81,12.998,508
377,2012,1,12,9,1,0,1,1,13.12,16.665,81,7.0015,230
377,2012,1,12,10,1,0,1,1,13.94,17.425,81,7.0015,90
377,2012,1,12,11,1,0,1,2,13.94,17.425,81,7.0015,119
377,2012,1,12,12,1,0,1,2,13.94,17.425,81,7.0015,144
377,2012,1,12,13,1,0,1,1,17.22,21.21,77,11.0014,183
377,2012,1,12,14,1,0,1,1,17.22,21.21,77,11.0014,156
377,2012,1,12,15,1,0,1,1,18.04,21.97,72,8.9981,188
377,2012,1,12,16,1,0,1,1,18.86,22.725,67,12.998,281
377,2012,1,12,17,1,0,1,1,18.86,22.725,63,11.0014,495
377,2012,1,12,18,1,0,1,1,18.04,21.97,67,12.998,421
377,2012,1,12,19,1,0,1,2,17.22,21.21,71,11.0014,330
377,2012,1,12,20,1,0,1,2,17.22,21.21,71,12.998,240
377,2012,1,12,21,1,0,1,1,18.04,21.97,67,8.9981,174
377,2012,1,12,22,1,0,1,1,15.58,19.695,76,19.9995,133
377,2012,1,12,23,1,0,1,1,16.4,20.455,76,22.0028,67
378,2012,1,13,0,1,0,1,2,16.4,20.455,71,19.0012,42
378,2012,1,13,1,1,0,1,2,15.58,19.695,76,19.9995,12
378,2012,1,13,2,1,0,1,1,16.4,20.455,76,23.9994,14
378,2012,1,13,3,1,0,1,1,14.76,16.665,87,16.9979,7
378,2012,1,13,4,1,0,1,3,13.12,14.395,70,32.9975,3
378,2012,1,13,5,1,0,1,2,12.3,12.12,70,36.9974,21
378,2012,1,13,6,1,0,1,2,10.66,12.88,75,15.0013,73
378,2012,1,13,7,1,0,1,1,10.66,12.88,60,15.0013,177
378,2012,1,13,8,1,0,1,1,9.84,10.605,52,23.9994,419
378,2012,1,13,9,1,0,1,1,9.02,9.85,47,26.0027,214
378,2012,1,13,10,1,0,1,1,9.84,9.85,44,30.0026,103
378,2012,1,13,11,1,0,1,1,9.84,9.09,38,40.9973,114
378,2012,1,13,12,1,0,1,1,9.84,9.85,38,32.9975,154
378,2012,1,13,13,1,0,1,1,10.66,10.605,33,35.0008,154
378,2012,1,13,14,1,0,1,1,10.66,10.605,33,36.9974,129
378,2012,1,13,15,1,0,1,1,10.66,10.605,33,39.0007,138
378,2012,1,13,16,1,0,1,1,11.48,12.12,30,31.0009,233
378,2012,1,13,17,1,0,1,1,11.48,12.12,33,27.9993,332
378,2012,1,13,18,1,0,1,1,10.66,11.365,38,19.9995,301
378,2012,1,13,19,1,0,1,1,10.66,12.12,38,19.0012,206
378,2012,1,13,20,1,0,1,1,9.84,12.12,41,11.0014,136
378,2012,1,13,21,1,0,1,1,9.84,10.605,41,19.0012,102
378,2012,1,13,22,1,0,1,1,8.2,9.09,47,22.0028,65
378,2012,1,13,23,1,0,1,1,7.38,9.09,47,12.998,65
379,2012,1,14,0,1,0,0,1,6.56,9.09,47,7.0015,44
379,2012,1,14,1,1,0,0,1,6.56,7.575,47,12.998,50
379,2012,1,14,2,1,0,0,1,6.56,8.335,47,11.0014,38
379,2012,1,14,3,1,0,0,1,5.74,8.335,54,7.0015,20
379,2012,1,14,4,1,0,0,1,5.74,7.575,50,8.9981,3
379,2012,1,14,5,1,0,0,1,5.74,7.575,50,8.9981,4
379,2012,1,14,6,1,0,0,1,5.74,7.575,50,0,5
379,2012,1,14,7,1,0,0,1,5.74,7.575,50,8.9981,24
379,2012,1,14,8,1,0,0,1,4.92,7.575,54,7.0015,92
379,2012,1,14,9,1,0,0,1,5.74,8.335,50,7.0015,81
379,2012,1,14,10,1,0,0,1,6.56,11.365,47,0,149
379,2012,1,14,11,1,0,0,1,8.2,9.85,40,12.998,178
379,2012,1,14,12,1,0,0,1,9.02,10.605,41,16.9979,219
379,2012,1,14,13,1,0,0,1,9.02,10.605,44,19.0012,220
379,2012,1,14,14,1,0,0,1,9.84,10.605,41,19.9995,231
379,2012,1,14,15,1,0,0,1,9.84,10.605,38,19.9995,226
379,2012,1,14,16,1,0,0,1,9.84,11.365,38,15.0013,206
379,2012,1,14,17,1,0,0,1,9.84,11.365,41,16.9979,144
379,2012,1,14,18,1,0,0,1,9.02,11.365,41,12.998,143
379,2012,1,14,19,1,0,0,1,8.2,9.85,47,15.0013,102
379,2012,1,14,20,1,0,0,1,8.2,9.85,44,16.9979,103
379,2012,1,14,21,1,0,0,1,7.38,8.335,43,16.9979,69
379,2012,1,14,22,1,0,0,1,6.56,6.82,47,23.9994,66
379,2012,1,14,23,1,0,0,1,6.56,7.575,47,15.0013,76
380,2012,1,15,0,1,0,0,1,6.56,6.82,47,22.0028,59
380,2012,1,15,1,1,0,0,2,6.56,6.82,47,19.9995,42
380,2012,1,15,2,1,0,0,2,6.56,6.82,47,19.0012,43
380,2012,1,15,3,1,0,0,2,6.56,6.82,48,26.0027,25
380,2012,1,15,4,1,0,0,2,6.56,6.82,47,26.0027,6
380,2012,1,15,5,1,0,0,2,6.56,6.82,47,22.0028,5
380,2012,1,15,6,1,0,0,2,5.74,6.06,50,19.0012,8
380,2012,1,15,7,1,0,0,1,4.92,6.06,54,19.0012,17
380,2012,1,15,8,1,0,0,1,4.92,6.06,54,15.0013,36
380,2012,1,15,9,1,0,0,1,4.92,6.82,54,12.998,90
380,2012,1,15,10,1,0,0,1,5.74,6.06,54,19.0012,126
380,2012,1,15,11,1,0,0,1,6.56,7.575,47,15.0013,165
380,2012,1,15,12,1,0,0,1,7.38,8.335,40,19.9995,234
380,2012,1,15,13,1,0,0,1,8.2,9.09,34,19.0012,224
380,2012,1,15,14,1,0,0,1,8.2,9.09,32,23.9994,188
380,2012,1,15,15,1,0,0,1,9.02,11.365,27,12.998,206
380,2012,1,15,16,1,0,0,1,9.02,10.605,29,19.9995,205
380,2012,1,15,17,1,0,0,1,9.02,10.605,25,16.9979,146
380,2012,1,15,18,1,0,0,1,7.38,9.09,29,15.0013,120
380,2012,1,15,19,1,0,0,1,6.56,8.335,37,11.0014,110
380,2012,1,15,20,1,0,0,1,6.56,9.09,37,7.0015,95
380,2012,1,15,21,1,0,0,1,6.56,8.335,40,11.0014,72
380,2012,1,15,22,1,0,0,1,7.38,10.605,37,6.0032,60
380,2012,1,15,23,1,0,0,1,6.56,9.85,43,6.0032,29
397,2012,2,1,0,1,0,1,1,18.04,21.97,38,19.0012,31
397,2012,2,1,1,1,0,1,1,18.04,21.97,41,19.0012,4
397,2012,2,1,2,1,0,1,1,18.04,21.97,44,19.0012,7
397,2012,2,1,3,1,0,1,1,18.04,21.97,44,12.998,3
397,2012,2,1,4,1,0,1,1,16.4,20.455,50,11.0014,1
397,2012,2,1,5,1,0,1,1,16.4,20.455,50,11.0014,18
397,2012,2,1,6,1,0,1,3,16.4,20.455,54,11.0014,67
397,2012,2,1,7,1,0,1,3,15.58,19.695,62,6.0032,208
397,2012,2,1,8,1,0,1,3,14.76,18.18,73,7.0015,520
397,2012,2,1,9,1,0,1,2,14.76,17.425,71,12.998,276
397,2012,2,1,10,1,0,1,1,16.4,20.455,62,8.9981,133
397,2012,2,1,11,1,0,1,1,16.4,20.455,58,11.0014,143
397,2012,2,1,12,1,0,1,1,18.04,21.97,54,7.0015,179
397,2012,2,1,13,1,0,1,1,18.86,22.725,47,15.0013,186
397,2012,2,1,14,1,0,1,1,25.42,31.06,33,15.0013,192
397,2012,2,1,15,1,0,1,1,24.6,31.06,35,19.0012,194
397,2012,2,1,16,1,0,1,1,24.6,31.06,40,15.0013,283
397,2012,2,1,17,1,0,1,1,23.78,27.275,43,12.998,539
397,2012,2,1,18,1,0,1,1,22.96,26.515,46,11.0014,526
397,2012,2,1,19,1,0,1,1,22.14,25.76,52,19.0012,335
397,2012,2,1,20,1,0,1,1,21.32,25,52,11.0014,264
397,2012,2,1,21,1,0,1,1,21.32,25,52,11.0014,233
397,2012,2,1,22,1,0,1,1,20.5,24.24,55,12.998,140
397,2012,2,1,23,1,0,1,1,18.86,22.725,63,6.0032,97
398,2012,2,2,0,1,0,1,1,18.86,22.725,59,8.9981,31
398,2012,2,2,1,1,0,1,2,18.86,22.725,55,0,17
398,2012,2,2,2,1,0,1,2,17.22,21.21,67,8.9981,9
398,2012,2,2,3,1,0,1,2,17.22,21.21,67,8.9981,2
398,2012,2,2,4,1,0,1,3,16.4,20.455,82,6.0032,1
398,2012,2,2,5,1,0,1,3,16.4,20.455,82,0,19
398,2012,2,2,6,1,0,1,3,14.76,18.94,90,0,74
398,2012,2,2,7,1,0,1,3,14.76,18.94,93,0,205
398,2012,2,2,8,1,0,1,3,16.4,20.455,87,0,445
398,2012,2,2,9,1,0,1,3,15.58,19.695,87,0,228
398,2012,2,2,10,1,0,1,3,17.22,21.21,77,7.0015,78
398,2012,2,2,11,1,0,1,3,16.4,20.455,82,16.9979,105
398,2012,2,2,12,1,0,1,1,17.22,21.21,82,0,148
398,2012,2,2,13,1,0,1,2,17.22,21.21,77,0,137
398,2012,2,2,14,1,0,1,1,16.4,20.455,76,7.0015,141
398,2012,2,2,15,1,0,1,1,18.86,22.725,67,11.0014,174
398,2012,2,2,16,1,0,1,1,18.86,22.725,55,19.0012,229
398,2012,2,2,17,1,0,1,1,17.22,21.21,54,32.9975,450
398,2012,2,2,18,1,0,1,1,16.4,20.455,43,31.0009,410
398,2012,2,2,19,1,0,1,1,15.58,19.695,43,35.0008,327
398,2012,2,2,20,1,0,1,1,14.76,15.91,46,35.0008,213
398,2012,2,2,21,1,0,1,1,13.94,15.15,46,27.9993,148
398,2012,2,2,22,1,0,1,1,13.12,14.395,49,27.9993,109
398,2012,2,2,23,1,0,1,1,13.12,15.15,49,16.9979,61
399,2012,2,3,0,1,0,1,1,13.12,14.395,53,26.0027,38
399,2012,2,3,1,1,0,1,1,12.3,13.635,56,22.0028,22
399,2012,2,3,2,1,0,1,1,12.3,14.395,52,15.0013,6
399,2012,2,3,3,1,0,1,1,11.48,12.88,56,19.9995,4
399,2012,2,3,4,1,0,1,1,10.66,12.88,60,15.0013,2
399,2012,2,3,5,1,0,1,1,10.66,12.88,60,15.0013,17
399,2012,2,3,6,1,0,1,1,9.84,12.12,65,11.0014,88
399,2012,2,3,7,1,0,1,1,9.84,11.365,65,15.0013,226
399,2012,2,3,8,1,0,1,1,9.84,11.365,65,15.0013,441
399,2012,2,3,9,1,0,1,1,9.84,11.365,65,12.998,270
399,2012,2,3,10,1,0,1,1,11.48,12.88,56,19.0012,129
399,2012,2,3,11,1,0,1,1,13.12,15.15,53,19.9995,164
399,2012,2,3,12,1,0,1,1,13.94,16.665,46,8.9981,216
399,2012,2,3,13,1,0,1,1,14.76,18.18,46,0,198
399,2012,2,3,14,1,0,1,1,14.76,17.425,46,15.0013,170
399,2012,2,3,15,1,0,1,1,15.58,19.695,40,0,216
399,2012,2,3,16,1,0,1,1,16.4,20.455,37,7.0015,311
399,2012,2,3,17,1,0,1,1,16.4,20.455,37,6.0032,488
399,2012,2,3,18,1,0,1,1,15.58,19.695,40,8.9981,385
399,2012,2,3,19,1,0,1,1,13.94,17.425,49,7.0015,267
399,2012,2,3,20,1,0,1,1,13.94,17.425,49,7.0015,163
399,2012,2,3,21,1,0,1,1,13.94,17.425,49,7.0015,134
399,2012,2,3,22,1,0,1,1,13.94,17.425,49,7.0015,119
399,2012,2,3,23,1,0,1,1,10.66,13.635,70,7.0015,77
400,2012,2,4,0,1,0,0,1,10.66,13.635,70,7.0015,86
400,2012,2,4,1,1,0,0,1,10.66,13.635,70,7.0015,43
400,2012,2,4,2,1,0,0,1,9.84,12.88,70,6.0032,44
400,2012,2,4,3,1,0,0,1,9.84,14.395,75,0,18
400,2012,2,4,4,1,0,0,1,9.84,12.88,81,6.0032,6
400,2012,2,4,5,1,0,0,1,9.84,12.88,81,6.0032,4
400,2012,2,4,6,1,0,0,1,9.02,11.365,87,8.9981,5
400,2012,2,4,7,1,0,0,2,9.84,12.12,87,8.9981,28
400,2012,2,4,8,1,0,0,1,9.84,14.395,87,0,90
400,2012,2,4,9,1,0,0,1,9.84,12.12,81,8.9981,157
400,2012,2,4,10,1,0,0,1,9.84,12.88,87,7.0015,224
400,2012,2,4,11,1,0,0,1,12.3,16.665,70,0,270
400,2012,2,4,12,1,0,0,2,12.3,15.91,70,6.0032,300
400,2012,2,4,13,1,0,0,2,12.3,14.395,70,12.998,302
400,2012,2,4,14,1,0,0,2,13.12,15.15,66,15.0013,276
400,2012,2,4,15,1,0,0,2,13.12,15.15,66,15.0013,305
400,2012,2,4,16,1,0,0,2,13.94,16.665,61,11.0014,143
400,2012,2,4,17,1,0,0,3,12.3,14.395,70,12.998,67
400,2012,2,4,18,1,0,0,3,11.48,13.635,75,11.0014,64
400,2012,2,4,19,1,0,0,3,10.66,13.635,87,8.9981,80
400,2012,2,4,20,1,0,0,3,9.84,11.365,93,12.998,77
400,2012,2,4,21,1,0,0,3,9.84,12.12,93,8.9981,78
400,2012,2,4,22,1,0,0,2,9.84,12.88,87,6.0032,95
400,2012,2,4,23,1,0,0,2,9.84,12.12,87,8.9981,70
401,2012,2,5,0,1,0,0,2,9.84,12.12,87,8.9981,61
401,2012,2,5,1,1,0,0,2,9.84,12.88,93,7.0015,51
401,2012,2,5,2,1,0,0,2,9.84,12.88,93,7.0015,63
401,2012,2,5,3,1,0,0,3,9.84,12.88,87,6.0032,17
401,2012,2,5,4,1,0,0,2,9.84,12.12,87,8.9981,9
401,2012,2,5,5,1,0,0,3,10.66,12.88,81,12.998,4
401,2012,2,5,6,1,0,0,2,10.66,12.12,70,16.9979,4
401,2012,2,5,7,1,0,0,2,9.84,12.12,75,11.0014,16
401,2012,2,5,8,1,0,0,2,9.84,12.12,75,11.0014,62
401,2012,2,5,9,1,0,0,2,9.84,11.365,70,15.0013,92
401,2012,2,5,10,1,0,0,2,10.66,12.12,65,19.0012,148
401,2012,2,5,11,1,0,0,2,10.66,12.88,70,12.998,182
401,2012,2,5,12,1,0,0,2,10.66,12.88,65,12.998,248
401,2012,2,5,13,1,0,0,2,11.48,13.635,61,11.0014,274
401,2012,2,5,14,1,0,0,1,12.3,15.15,61,11.0014,243
401,2012,2,5,15,1,0,0,2,12.3,14.395,56,16.9979,272
401,2012,2,5,16,1,0,0,1,12.3,14.395,56,15.0013,296
401,2012,2,5,17,1,0,0,1,13.12,15.91,53,11.0014,306
401,2012,2,5,18,1,0,0,1,12.3,14.395,52,16.9979,181
401,2012,2,5,19,1,0,0,1,12.3,14.395,52,15.0013,69
401,2012,2,5,20,1,0,0,1,11.48,13.635,56,12.998,50
401,2012,2,5,21,1,0,0,1,11.48,14.395,56,7.0015,66
401,2012,2,5,22,1,0,0,1,10.66,13.635,60,7.0015,191
401,2012,2,5,23,1,0,0,1,9.84,12.12,70,8.9981,42
402,2012,2,6,0,1,0,1,1,9.84,12.12,65,8.9981,21
402,2012,2,6,1,1,0,1,1,9.02,12.88,75,6.0032,6
402,2012,2,6,2,1,0,1,1,9.02,13.635,75,0,3
402,2012,2,6,3,1,0,1,1,8.2,12.12,77.5,3.50075,0
402,2012,2,6,4,1,0,1,1,7.38,10.605,80,7.0015,2
402,2012,2,6,5,1,0,1,1,7.38,10.605,80,7.0015,17
402,2012,2,6,6,1,0,1,1,6.56,9.09,86,7.0015,72
402,2012,2,6,7,1,0,1,1,6.56,9.09,86,7.0015,234
402,2012,2,6,8,1,0,1,1,6.56,9.09,86,8.9981,444
402,2012,2,6,9,1,0,1,1,7.38,10.605,80,7.0015,277
402,2012,2,6,10,1,0,1,1,9.02,12.12,75,7.0015,116
402,2012,2,6,11,1,0,1,1,10.66,13.635,70,8.9981,116
402,2012,2,6,12,1,0,1,1,13.12,15.91,61,11.0014,150
402,2012,2,6,13,1,0,1,1,15.58,19.695,40,15.0013,141
402,2012,2,6,14,1,0,1,1,16.4,20.455,35,11.0014,140
402,2012,2,6,15,1,0,1,1,17.22,21.21,32,19.0012,171
402,2012,2,6,16,1,0,1,1,16.4,20.455,43,16.9979,228
402,2012,2,6,17,1,0,1,1,16.4,20.455,43,16.9979,430
402,2012,2,6,18,1,0,1,1,15.58,19.695,43,15.0013,437
402,2012,2,6,19,1,0,1,1,14.76,16.665,43,16.9979,291
402,2012,2,6,20,1,0,1,1,13.94,16.665,46,11.0014,201
402,2012,2,6,21,1,0,1,1,13.12,15.91,57,11.0014,154
402,2012,2,6,22,1,0,1,1,12.3,15.15,65,8.9981,87
402,2012,2,6,23,1,0,1,1,12.3,15.15,65,8.9981,46
403,2012,2,7,0,1,0,1,1,12.3,14.395,70,12.998,23
403,2012,2,7,1,1,0,1,1,11.48,14.395,61,8.9981,14
403,2012,2,7,2,1,0,1,1,12.3,16.665,61,0,4
403,2012,2,7,3,1,0,1,2,12.3,16.665,70,0,2
403,2012,2,7,4,1,0,1,2,12.3,16.665,70,0,3
403,2012,2,7,5,1,0,1,1,13.12,16.665,49,6.0032,15
403,2012,2,7,6,1,0,1,1,13.12,15.15,45,19.9995,100
403,2012,2,7,7,1,0,1,1,13.12,17.425,45,0,299
403,2012,2,7,8,1,0,1,1,12.3,15.91,49,0,529
403,2012,2,7,9,1,0,1,1,13.12,16.665,49,0,289
403,2012,2,7,10,1,0,1,1,13.94,16.665,46,11.0014,116
403,2012,2,7,11,1,0,1,1,14.76,17.425,46,12.998,129
403,2012,2,7,12,1,0,1,1,16.4,20.455,40,22.0028,172
403,2012,2,7,13,1,0,1,1,18.04,21.97,38,16.9979,184
403,2012,2,7,14,1,0,1,1,18.04,21.97,38,16.9979,138
403,2012,2,7,15,1,0,1,1,18.04,21.97,38,12.998,146
403,2012,2,7,16,1,0,1,1,18.04,21.97,35,16.9979,276
403,2012,2,7,17,1,0,1,1,18.04,21.97,35,12.998,509
403,2012,2,7,18,1,0,1,1,17.22,21.21,38,12.998,518
403,2012,2,7,19,1,0,1,1,15.58,19.695,43,15.0013,338
403,2012,2,7,20,1,0,1,1,14.76,17.425,50,8.9981,212
403,2012,2,7,21,1,0,1,1,13.94,17.425,61,7.0015,190
403,2012,2,7,22,1,0,1,1,13.12,15.91,57,12.998,118
403,2012,2,7,23,1,0,1,1,13.12,16.665,57,8.9981,51
404,2012,2,8,0,1,0,1,1,12.3,14.395,56,15.0013,23
404,2012,2,8,1,1,0,1,1,11.48,13.635,61,11.0014,10
404,2012,2,8,2,1,0,1,1,10.66,15.15,65,0,1
404,2012,2,8,3,1,0,1,1,10.66,15.15,65,0,1
404,2012,2,8,4,1,0,1,1,9.84,12.88,70,6.0032,1
404,2012,2,8,5,1,0,1,1,9.84,12.88,70,6.0032,20
404,2012,2,8,6,1,0,1,2,9.84,14.395,70,0,98
404,2012,2,8,7,1,0,1,2,9.84,12.88,70,7.0015,281
404,2012,2,8,8,1,0,1,2,9.84,11.365,70,15.0013,508
404,2012,2,8,9,1,0,1,2,9.84,12.88,70,11.0014,253
404,2012,2,8,10,1,0,1,2,10.66,12.88,70,15.0013,108
404,2012,2,8,11,1,0,1,2,10.66,12.88,65,15.0013,102
404,2012,2,8,12,1,0,1,2,11.48,12.88,65,19.0012,138
404,2012,2,8,13,1,0,1,2,11.48,14.395,61,7.0015,126
404,2012,2,8,14,1,0,1,2,12.3,15.15,56,11.0014,108
404,2012,2,8,15,1,0,1,3,12.3,15.91,61,7.0015,54
404,2012,2,8,16,1,0,1,3,10.66,13.635,81,7.0015,75
404,2012,2,8,17,1,0,1,3,9.84,12.88,87,7.0015,155
404,2012,2,8,18,1,0,1,3,9.84,12.88,87,7.0015,167
404,2012,2,8,19,1,0,1,3,9.84,12.88,87,7.0015,161
404,2012,2,8,20,1,0,1,3,9.84,12.12,87,8.9981,125
404,2012,2,8,21,1,0,1,3,9.84,11.365,87,12.998,129
404,2012,2,8,22,1,0,1,2,9.84,12.12,87,8.9981,98
404,2012,2,8,23,1,0,1,2,9.84,12.12,87,11.0014,60
405,2012,2,9,0,1,0,1,2,9.84,12.12,87,11.0014,26
405,2012,2,9,1,1,0,1,2,9.84,12.12,87,8.9981,12
405,2012,2,9,2,1,0,1,1,9.02,11.365,80,8.9981,2
405,2012,2,9,3,1,0,1,1,9.02,10.605,80,19.0012,4
405,2012,2,9,4,1,0,1,2,9.02,9.85,75,30.0026,1
405,2012,2,9,5,1,0,1,1,8.2,9.09,75,19.0012,18
405,2012,2,9,6,1,0,1,1,8.2,9.09,75,19.0012,76
405,2012,2,9,7,1,0,1,1,8.2,9.85,69,16.9979,267
405,2012,2,9,8,1,0,1,1,8.2,9.85,64,16.9979,484
405,2012,2,9,9,1,0,1,1,8.2,9.85,59,15.0013,238
405,2012,2,9,10,1,0,1,1,9.02,10.605,51,15.0013,97
405,2012,2,9,11,1,0,1,1,9.84,11.365,52,15.0013,99
405,2012,2,9,12,1,0,1,1,10.66,11.365,48,22.0028,158
405,2012,2,9,13,1,0,1,1,12.3,13.635,42,22.0028,154
405,2012,2,9,14,1,0,1,1,13.12,15.15,39,19.9995,144
405,2012,2,9,15,1,0,1,1,13.12,15.15,36,19.9995,134
405,2012,2,9,16,1,0,1,1,13.94,16.665,36,0,238
405,2012,2,9,17,1,0,1,1,13.94,16.665,34,8.9981,399
405,2012,2,9,18,1,0,1,1,13.94,16.665,31,11.0014,417
405,2012,2,9,19,1,0,1,1,13.12,16.665,33,7.0015,295
405,2012,2,9,20,1,0,1,1,13.12,17.425,36,0,199
405,2012,2,9,21,1,0,1,1,12.3,15.91,52,6.0032,177
405,2012,2,9,22,1,0,1,2,12.3,16.665,56,0,107
405,2012,2,9,23,1,0,1,2,12.3,16.665,52,0,84
406,2012,2,10,0,1,0,1,2,11.48,15.15,65,6.0032,43
406,2012,2,10,1,1,0,1,2,11.48,15.15,61,6.0032,13
406,2012,2,10,2,1,0,1,1,10.66,14.395,52,6.0032,16
406,2012,2,10,3,1,0,1,1,10.66,14.395,56,6.0032,5
406,2012,2,10,4,1,0,1,1,10.66,14.395,56,6.0032,2
406,2012,2,10,5,1,0,1,1,9.84,11.365,52,15.0013,17
406,2012,2,10,6,1,0,1,1,8.2,9.85,59,12.998,64
406,2012,2,10,7,1,0,1,1,8.2,10.605,59,11.0014,230
406,2012,2,10,8,1,0,1,1,8.2,10.605,59,11.0014,448
406,2012,2,10,9,1,0,1,1,9.02,11.365,55,11.0014,275
406,2012,2,10,10,1,0,1,2,10.66,13.635,48,8.9981,124
406,2012,2,10,11,1,0,1,2,11.48,14.395,45,7.0015,153
406,2012,2,10,12,1,0,1,2,12.3,15.15,42,8.9981,176
406,2012,2,10,13,1,0,1,2,12.3,15.91,42,6.0032,192
406,2012,2,10,14,1,0,1,2,13.12,16.665,39,6.0032,146
406,2012,2,10,15,1,0,1,2,13.12,16.665,45,8.9981,191
406,2012,2,10,16,1,0,1,2,13.94,15.91,42,16.9979,268
406,2012,2,10,17,1,0,1,2,13.94,16.665,42,12.998,396
406,2012,2,10,18,1,0,1,3,12.3,15.15,61,8.9981,359
406,2012,2,10,19,1,0,1,2,13.12,17.425,57,0,262
